cardId,name,cardSet,type,rarity,mechanics_list,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,locale
KAR_010a,Whelp,Karazhan,Minion,,,0,Paladin,,1,1,1,,Dragon,Tooth,,,enUS
KAR_A10_02,White Pawn,Karazhan,Minion,,,0,,,1,6,1,,,Zoltan Boros,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,,enUS
KAR_710m,Animated Shield,Karazhan,Minion,,Taunt,1,,,2,5,0,,,Anton Zemskov,<b>Taunt</b>,,enUS
KARA_00_06,Arcane Power,Karazhan,Spell,,,0,Mage,,2,,,,,James Ryman,You have <b>Spell Damage</b> +5 this turn.,,enUS
KARA_00_08,Archmage's Apprentice,Karazhan,Minion,,,0,Mage,,2,4,2,,,Evgeniy Zaqumyenny,"Whenever you cast a spell, shuffle a copy of it into your deck.",,enUS
KARA_05_02heroic,Big Bad Claws,Karazhan,Weapon,,,0,,,2,,4,,,,,,enUS
KAR_005a,Big Bad Wolf,Karazhan,Minion,,,0,Hunter,,2,2,3,,Beast,Matt Dixon,,,enUS
KARA_00_04,Brilliance,Karazhan,Hero Power,,,0,,,2,,,,,Jakub Kasper,"<b>Hero Power</b>
Draw 3 cards.",,enUS
KARA_00_04H,Brilliance,Karazhan,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Draw 3 cards.",,enUS
KAR_025b,Broom,Karazhan,Minion,,,0,Warlock,,2,2,2,,,Jim Nelson,,,enUS
KAR_A10_22,Castle,Karazhan,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
<b>Discover</b> a chess piece.",,enUS
KAR_004,Cat Trick,Karazhan,Spell,Rare,Secret,1,Hunter,,2,,,True,,Mike Sass,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.","""I know some new tricks, a lot of good tricks. I will show them to you. Medivh will not mind at all if I do.""",enUS
KAR_A10_33,Cheat,Karazhan,Hero Power,,,0,,,2,,,,,Joe Wilson,"<b>Hero Power</b>
Destroy the left-most enemy minion.",,enUS
KAR_A02_05,Cup,Karazhan,Minion,,Aura,1,,,2,1,2,,,L. Lullabi & C. Luechaiwattasopon,Plates have +1 Attack.,,enUS
KAR_A02_05H,Cup,Karazhan,Minion,,Aura,1,,,2,2,2,,,,Plates have +3 Attack.,,enUS
KARA_08_04,Empowerment,Karazhan,Spell,,,0,,,2,,,,,,Give your hero +8 Attack this turn.,,enUS
KAR_A02_03H,Fork,Karazhan,Minion,,Aura,1,,,2,3,3,,,,Plates have <b>Charge</b>.,,enUS
KAR_005,Kindly Grandmother,Karazhan,Minion,Common,Deathrattle,1,Hunter,,2,1,1,True,Beast,Matt Dixon,<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.,"""Goodness! What  abundant drool you have.""",enUS
KARA_00_02,Legion,Karazhan,Hero Power,,,0,,,2,,,,,Arthur Bozonnet,"<b>Hero Power</b>
Summon a 6/6 Abyssal.",,enUS
KARA_00_02H,Legion,Karazhan,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Summon a 6/6 Abyssal.",,enUS
KARA_13_13,Legion,Karazhan,Hero Power,,AIMustPlay,1,,,2,,,,,,"<b>Hero Power</b>
Summon a 6/6 Abyssal.",,enUS
KARA_13_13H,Legion,Karazhan,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Summon two 6/6 Abyssals.",,enUS
KAR_073,Maelstrom Portal,Karazhan,Spell,Rare,,0,Shaman,,2,,,True,,Daria Tuzova,"Deal_$1_damage to_all_enemy_minions. Summon_a_random
1-Cost minion.","They bill this as a popular resort attraction, but they try and get your money up front.",enUS
KARA_09_03,Many Imps!,Karazhan,Spell,,,0,,,2,,,,,Andrew Hou,Summon 2 Icky Imps.,,enUS
KARA_09_03heroic,Many Imps!,Karazhan,Spell,,,0,,,2,,,,,,Summon 2 Icky Imps.,,enUS
KARA_13_16,Mediva 1,Karazhan,Minion,Legendary,,0,,,2,2,1,,,,"Portals cost (1) less. 
Does not count as a minion.",,enUS
KARA_13_15,Mediva 2,Karazhan,Minion,Legendary,,0,,,2,2,1,,,,"Portals cost (1) less. 
Does not count as a minion.",,enUS
KARA_13_17,Mediva 3,Karazhan,Minion,Legendary,,0,,,2,2,1,,,,"Portals cost (1) less. 
Does not count as a minion.",,enUS
KAR_092,Medivh's Valet,Karazhan,Minion,Common,Battlecry,1,Mage,,2,3,2,True,,Sean McNally,"<b>Battlecry:</b> If you control a <b>Secret</b>, deal 3 damage.","""Magus Medivh sir, I've brought the flaming balloons, as you requested.""",enUS
KARA_08_02,Nether Rage,Karazhan,Hero Power,,AIMustPlay,1,,,2,,,,,Mike Sass,"<b>Hero Power</b>
Give your hero +3 Attack this turn.",,enUS
KAR_062,Netherspite Historian,Karazhan,Minion,Common,Battlecry,1,,,2,3,1,True,,Ralph Horsley,"<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b>
a Dragon.",She can tell you all about the history of people not STANDING IN THE GREEN BEAM!,enUS
KARA_13_03,Orc Warrior,Karazhan,Minion,,,0,Warrior,,2,2,3,,,Jim Nelson,,,enUS
KARA_13_03H,Orc Warrior,Karazhan,Minion,,Charge,1,Warrior,,2,3,3,,,,<b>Charge</b>,,enUS
KAR_011,Pompous Thespian,Karazhan,Minion,Common,Taunt,1,,,2,2,3,True,,Matt Dixon,<b>Taunt</b>,"Alas poor Annoy-o-Tron! A fellow of infinite jest, of most excellent fancy!",enUS
KAR_013,Purify,Karazhan,Spell,Common,,0,Priest,,2,,,True,,Rafael Zanchetin,<b>Silence</b> a friendly minion. Draw a card.,Even better than a hot shower with vigorous scrubbing!,enUS
KARA_07_05heroic,Stampeding Beast!,Karazhan,Spell,,,0,,,2,,,,,,Summon a random Beast.,,enUS
KARA_08_05H,Terrifying Roar,Karazhan,Spell,,,0,,,2,,,,,,Return an enemy minion to your opponent's hand.,,enUS
KARA_13_02,The Horde,Karazhan,Hero Power,,,0,Warrior,,2,,,,,Jim Nelson,"[x]<b>Hero Power</b>
Summon a 3/2 Orc.",,enUS
KARA_13_02H,The Horde,Karazhan,Hero Power,,,0,Warrior,,2,,,,,,"[x]<b>Hero Power</b>
Summon a 3/3 Orc
with <b>Charge</b>.",,enUS
KARA_00_05,Archmage's Insight,Karazhan,Spell,,,0,Mage,,3,,,,,Kevin Chen,Your spells cost (0) this turn.,,enUS
KARA_13_26,Atiesh,Karazhan,Weapon,,,0,,,3,,1,,,,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",,enUS
KAR_097t,Atiesh,Karazhan,Weapon,,,0,,,3,,1,,,,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",,enUS
KARA_05_02,Big Bad Claws,Karazhan,Weapon,,,0,,,3,,4,,,Peter Stapleton,,,enUS
KAR_A10_06,Black Bishop,Karazhan,Minion,,,0,,,3,6,0,,,Zoltan Boros,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,,enUS
KAR_A10_03,Black Rook,Karazhan,Minion,,,0,,,3,6,2,,,,<b>Auto-Attack:</b> Deal 2 damage to the enemies opposite this minion.,,enUS
KAR_004a,Cat in a Hat,Karazhan,Minion,,Stealth,1,Hunter,Horde,3,2,4,,Beast,Mike Sass,<b>Stealth</b>,,enUS
KAR_030,Cellar Spider,Karazhan,Minion,,,0,,,3,3,1,,Beast,Dave Allsop,,,enUS
KAR_006,Cloaked Huntress,Karazhan,Minion,Common,,0,Hunter,,3,4,3,True,,Arthur Bozonnet,Your <b>Secrets</b> cost (0).,She's practically GIVING your secrets away!,enUS
KAR_094,Deadly Fork,Karazhan,Minion,Common,Deathrattle,1,Rogue,,3,2,3,True,,Konstantin Turovec,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",enUS
KARA_13_12,Demonic Presence,Karazhan,Spell,,,0,,,3,,,,,Daren Bader,"Draw 2 cards.
Gain 10 Armor.",,enUS
KARA_13_12H,Demonic Presence,Karazhan,Spell,,,0,,,3,,,,,,"Draw 3 cards.
Gain 10 Armor.",,enUS
KARA_07_06heroic,Demons Loose!,Karazhan,Spell,,,0,,,3,,,,,,Summon a random Demon.,,enUS
KARA_12_03,Flame Wreath,Karazhan,Spell,,ImmuneToSpellpower#Secret,2,Mage,,3,,,,,Evgeniy Zaqumyenny,"<b>Secret:</b> When an enemy attacks, deal $5 damage to all other enemies.",,enUS
KARA_12_03H,Flame Wreath,Karazhan,Spell,,ImmuneToSpellpower#Secret,2,Mage,,3,,,,,,"<b>Secret:</b> When an enemy attacks, deal $10 damage to all other enemies.",,enUS
KARA_04_05,Flying Monkey,Karazhan,Minion,,Charge,1,,,3,2,4,,,Matt Dixon,<b>Charge</b>,,enUS
KARA_04_05h,Flying Monkey,Karazhan,Minion,,Charge,1,,,3,2,5,,,,<b>Charge</b>,,enUS
KAR_A02_03,Fork,Karazhan,Minion,,Aura,1,,,3,1,3,,,G.Tsai & K. Turovec,Plates have <b>Charge</b>.,,enUS
KARA_07_07,Haywire Mech!,Karazhan,Spell,,,0,,,3,,,,,Skan Srisuwan,Summon a random Mech.,,enUS
KARA_07_07heroic,Haywire Mech!,Karazhan,Spell,,,0,,,3,,,,,,Summon a random Mech.,,enUS
KAR_A02_04,Knife,Karazhan,Minion,,Aura,1,,,3,1,5,,,G.Tsai & K. Turovec,Plates have <b>Taunt</b>.,,enUS
KAR_A02_04H,Knife,Karazhan,Minion,,Aura,1,,,3,5,5,,,,Plates have <b>Taunt</b>.,,enUS
KARA_13_22,Mime,Karazhan,Minion,,Taunt,1,,,3,6,3,,,,<b>Taunt</b>.,,enUS
KAR_044,Moroes,Karazhan,Minion,Legendary,Stealth,1,,,3,1,1,True,,Sean McNally,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.","Moroes runs an army of stewards, but still ends up inflating the balloons himself.",enUS
KARA_00_10,Mysterious Rune,Karazhan,Spell,,,0,Mage,,3,,,,,Slawomir Maniak,Put 5 random Mage <b>Secrets</b> into the battlefield.,,enUS
KARA_08_03H,Nether Breath,Karazhan,Spell,,,0,,,3,,,,,,"[x]Change the Health of
all enemy minions to 1.",,enUS
KAR_010,Nightbane Templar,Karazhan,Minion,Common,Battlecry,1,Paladin,,3,3,2,True,,Luke Mancini,"<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.","Originally joined to be Arcanagos' Templar, but has to admit that ordering pizza has become waaaay easier.",enUS
KAR_030a,Pantry Spider,Karazhan,Minion,Common,Battlecry,1,,,3,3,1,True,Beast,Dave Allsop,"<b>Battlecry:</b> Summon a
1/3 Spider.","You have to admit, they make a cute couple.",enUS
KARA_13_20,Party Elemental,Karazhan,Minion,,Taunt,1,,,3,2,2,,,,"<b>Taunt.
</b> Comes with a party!",,enUS
KAR_A02_10,Pour a Round,Karazhan,Spell,,,0,,,3,,,,,L. Lullabi & N. Thitinunthakorn,Draw a card for each of your Plates.,,enUS
KAR_026,Protect the King!,Karazhan,Spell,Rare,,0,Warrior,,3,,,True,,Jim Nelson,"For each enemy minion, summon a 1/1 Pawn with <b>Taunt</b>.",Form ranks! Everyone into the King's Tuskarr Defense!,enUS
KARA_06_01heroic,Romulo,Karazhan,Minion,,,0,,,3,2,4,,,,Julianne is <b>Immune</b>.,,enUS
KARA_13_11,Shadow Bolt Volley,Karazhan,Spell,,,0,,,3,,,,,,Deal $4 damage to three random enemies.,,enUS
KAR_094a,Sharp Fork,Karazhan,Weapon,,,0,Rogue,,3,,3,,,Konstantin Turovec,,,enUS
KAR_205,Silverware Golem,Karazhan,Minion,Rare,InvisibleDeathrattle,1,Warlock,,3,3,3,True,,Daren Bader,"If you discard this minion, summon it.",From the secret research labs of the Swiss Army.,enUS
KARA_07_05,Stampeding Beast!,Karazhan,Spell,,,0,,,3,,,,,Alex Aleksandrov,Summon a random Beast.,,enUS
KAR_025c,Teapot,Karazhan,Minion,,,0,Warlock,,3,3,3,,,Sam Nielsen,,,enUS
KARA_08_05,Terrifying Roar,Karazhan,Spell,,,0,,,3,,,,,Luke Mancini,Return an enemy minion to your opponent's hand.,,enUS
KAR_712,Violet Illusionist,Karazhan,Minion,Common,Aura,1,,,3,3,4,True,,Eric Braddock,"During your turn, your hero is <b>Immune</b>.",She's much more cheerful after losing the 'n' in her name.,enUS
KAR_A10_05,White Bishop,Karazhan,Minion,,,0,,,3,6,0,,,,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,,enUS
KAR_A10_04,White Rook,Karazhan,Minion,,,0,,,3,6,2,,,Zoltan Boros,<b>Auto-Attack:</b> Deal 2 damage to the enemies opposite this minion.,,enUS
KAR_095,Zoobot,Karazhan,Minion,Common,Battlecry,1,,,3,3,3,True,Mech,Matt Dixon,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.",The Murloc is taking the picture.,enUS
KAR_710,Arcanosmith,Karazhan,Minion,Common,Battlecry,1,,,4,2,3,True,,Anton Zemskov,<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.,"He's really just a Blacksmith, but he thought the fancy title would bring in more business.",enUS
KAR_114,Barnes,Karazhan,Minion,Legendary,Battlecry,1,,,4,4,3,True,,Garrett Hanna,<b>Battlecry:</b> Summon a 1/1 copy of a random minion in your deck.,"He used to play every part, until Moroes confiscated his Orb of Deception.",enUS
KAR_A10_07,Black Knight,Karazhan,Minion,,Charge,1,,,4,3,4,,,,"<b>Charge</b>.
Can't Attack Heroes.",,enUS
KARA_07_06,Demons Loose!,Karazhan,Spell,,,0,,,4,,,,,Alex Horley Orlandelli,Summon a random Demon.,,enUS
KARA_04_01,Dorothee,Karazhan,Minion,,,0,,,4,10,0,,,Adam Byrne,Minions to the left have <b>Charge</b>. Minions to the right have <b>Taunt</b>.,,enUS
KARA_09_08,Kil'rek,Karazhan,Minion,,Taunt,1,Warlock,,4,6,2,,Demon,Jesper Ejsing,<b>Taunt</b>,,enUS
KARA_09_08_heroic,Kil'rek,Karazhan,Minion,,Taunt,1,Warlock,,4,8,4,,Demon,,<b>Taunt</b>,,enUS
KARA_08_03,Nether Breath,Karazhan,Spell,,,0,,,4,,,,,Jaemin Kim,"[x]Change the Health of
all enemy minions to 1.",,enUS
KAR_A02_06,Pitcher,Karazhan,Minion,,Battlecry,1,,,4,3,3,,,L. Lullabi & N. Thitinunthakorn,<b>Battlecry:</b> Give a minion +2/+2.,,enUS
KAR_A02_06H,Pitcher,Karazhan,Minion,,Battlecry,1,,,4,5,5,,,,<b>Battlecry:</b> Give a minion +3/+3.,,enUS
KAR_035,Priest of the Feast,Karazhan,Minion,Common,,0,Priest,Neutral,4,6,3,True,,Paul Mafayon,"Whenever you cast a spell, restore 3 Health to
your hero.",Now that's a world champion cheesecake!,enUS
KARA_06_01,Romulo,Karazhan,Minion,,,0,,,4,2,4,,,Max Grecke,Julianne is <b>Immune</b>.,,enUS
KAR_A02_09,Set the Table,Karazhan,Spell,,,0,,,4,,,,,L. Lullabi & A.Thawornsathitwong,Give your Plates +1/+1.,,enUS
KAR_A02_09H,Set the Table,Karazhan,Spell,,,0,,,4,,,,,,Give your Plates +2/+2.,,enUS
KARA_09_06heroic,Shadow Volley,Karazhan,Spell,,,0,,,4,,,,,,Deal $3 damage to all non-Demon minions.,,enUS
KAR_077,Silvermoon Portal,Karazhan,Spell,Common,,0,Paladin,,4,,,True,,Jimmy Lo,"Give a minion +2/+2. Summon a random
2-Cost minion.",What's Millhouse Manastorm doing in Silvermoon?,enUS
KARA_09_07heroic,Steal Life,Karazhan,Spell,,,0,,,4,,,,,,Deal $5 damage. Restore #5 Health to your hero.,,enUS
KARA_09_05,Summon Kil'rek,Karazhan,Spell,,,0,,,4,,,,,,Summon Kil'rek.,,enUS
KARA_09_05heroic,Summon Kil'rek,Karazhan,Spell,,,0,,,4,,,,,,Summon Kil'rek.,,enUS
KARA_06_03hp,True Love,Karazhan,Hero Power,Common,,0,,,4,,,,,Matt O'Connor,"<b>Hero Power</b>
If you don't have Romulo, summon him.",,enUS
KAR_A10_08,White Knight,Karazhan,Minion,,Charge,1,,,4,3,4,,,Arthur Gimaldinov,"<b>Charge</b>.
Can't Attack Heroes.",,enUS
KAR_021,Wicked Witchdoctor,Karazhan,Minion,Common,,0,Shaman,,4,4,3,True,,Rafael Zanchetin,"Whenever you cast a spell, summon a random basic_Totem.","You can easily defeat her by either dealing 4 damage, or dropping a house on her.",enUS
KAR_037,Avian Watcher,Karazhan,Minion,Rare,Battlecry,1,,,5,6,3,True,,Jim Nelson,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1
and <b>Taunt</b>.",He mostly watches light romantic comedies.,enUS
KARA_07_08heroic,Dragons Free!,Karazhan,Spell,,,0,,,5,,,,,,Summon a random Dragon.,,enUS
KAR_070,Ethereal Peddler,Karazhan,Minion,Rare,Battlecry,1,Rogue,,5,6,5,True,,Alex Horley Orlandelli,"[x]<b>Battlecry:</b> If you're holding
any non-Rogue class cards,
_reduce their Cost by (2).","Yeah, sure. That Ragnaros ""fell off the back of a truck"".",enUS
KAR_028,Fool's Bane,Karazhan,Weapon,Common,,0,Warrior,,5,,3,True,,Anton Zemskov,Unlimited attacks each turn. Can't attack heroes.,A fool and his bane are soon parted.,enUS
KAR_091,Ironforge Portal,Karazhan,Spell,Common,,0,Warrior,,5,,,True,,Nate Bowden,"Gain 4 Armor.
Summon a random
4-Cost minion.",Come to beautiful Ironforge! Where irons are forged and the forges are iron!,enUS
KAR_025,Kara Kazham!,Karazhan,Spell,Common,,0,Warlock,,5,,,True,,Jakub Kasper,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",This is what happens when you tell Khadgar to set the table.,enUS
KAR_702,Menagerie Magician,Karazhan,Minion,Common,Battlecry,1,,Neutral,5,4,4,True,,Garrett Hanna,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.","Just between us, if things get tight the Menagerie Magician position will probably be the first to go.",enUS
KAR_204,Onyx Bishop,Karazhan,Minion,Rare,Battlecry,1,Priest,,5,4,3,True,,Arthur Gimaldinov,<b>Battlecry:</b> Summon a friendly minion that died this game.,"B4 is a nice place to visit, but he wouldn't want to live there.",enUS
KAR_096,Prince Malchezaar,Karazhan,Minion,Legendary,,0,,,5,6,5,True,Demon,Joe Madureira & Grace Liu,"[x]When the game starts,
add 5 extra <b>Legendary</b>
minions to your deck.",He was super excited to acquire Gorehowl at a garage sale!  Then super disappointed to find out it was a foam reproduction.,enUS
KARA_13_19,Red Riding Hood,Karazhan,Minion,Legendary,Deathrattle#Taunt,2,,,5,2,3,,,,<B>Taunt. Deathrattle:</b> Enemies can't attack this turn.,,enUS
KARA_13_23,Romulo,Karazhan,Minion,Legendary,,0,,,5,4,3,,,,"At the end of your turn, restore 5 health to your hero.",,enUS
KAR_A02_11,Tossing Plates,Karazhan,Spell,,,0,,,5,,,,,L. Lullabi & C. Luechaiwattasopon,Summon five 1/1 Plates.,,enUS
KARA_00_02a,Abyssal,Karazhan,Minion,,,0,Warlock,,6,6,6,,Demon,Mike Sass,,,enUS
KAR_033,Book Wyrm,Karazhan,Minion,Rare,Battlecry,1,,,6,6,3,True,Dragon,Dave Allsop,"<b>Battlecry:</b> If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.","His favorites are classic tragedies like ""The Hobbit"" and ""Grendel"".",enUS
KARA_07_08,Dragons Free!,Karazhan,Spell,,,0,,,6,,,,,Arthur Bozonnet,Summon a random Dragon.,,enUS
KAR_057,Ivory Knight,Karazhan,Minion,Rare,Battlecry,1,Paladin,,6,4,4,True,,Zoltan Boros,"[x]<b>Battlecry:</b> <b>Discover</b> a spell.
Restore Health to your hero
equal to its Cost.","Do <i>NOT</i> call it a ""horse"".",enUS
KAR_065,Menagerie Warden,Karazhan,Minion,Common,Battlecry,1,Druid,,6,5,5,True,,Alex Horley Orlandelli,<b>Battlecry:</b> Choose a friendly Beast. Summon a_copy of it.,Please? Can I keep him? I promise to clean his cage <i>every day</i>.,enUS
KAR_041,Moat Lurker,Karazhan,Minion,Rare,Battlecry#Deathrattle,2,,,6,3,3,True,,Jerry Mascho,<b>Battlecry:</b> Destroy a minion. <b>Deathrattle:</b> Resummon it.,He really enjoys lurking and gets a lot of job satisfaction out of it.,enUS
KAR_075,Moonglade Portal,Karazhan,Spell,Rare,,0,Druid,,6,,,True,,Evgeniy Zaqumyenny,"Restore #6 Health. Summon a random
6-Cost minion.",Ain't no party like a Moonglade party 'cause a Moonglade party got bears.,enUS
KARA_09_06,Shadow Volley,Karazhan,Spell,,,0,,,6,,,,,Dan Scott,Deal $3 damage to all non-Demon minions.,,enUS
KARA_09_07,Steal Life,Karazhan,Spell,,,0,,,6,,,,,Daren Bader,Deal $5 damage. Restore #5 Health to your hero.,,enUS
KAR_A10_10,Black Queen,Karazhan,Minion,,,0,,,7,6,4,,,,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,,enUS
KAR_076,Firelands Portal,Karazhan,Spell,Common,,0,Mage,,7,,,True,,Gustav Schmidt,"Deal $5 damage. Summon a random
5-Cost minion.","Come to beautiful Firelands! Where it's <i>""Way nicer than the Abyssal Maw!""</i>",enUS
KAR_061,The Curator,Karazhan,Minion,Legendary,Battlecry#Taunt,2,,,7,6,4,True,Mech,Wei Wang,"<b>Taunt</b>
<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.","The Curator guards Azeroth's deadliest creatures, but it's secretly terrified of squirrels.",enUS
KAR_A10_09,White Queen,Karazhan,Minion,,,0,,,7,6,4,,,Zoltan Boros,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,,enUS
KAR_097,"Medivh, the Guardian",Karazhan,Minion,Legendary,Battlecry,1,,,8,7,7,True,,James Ryman,"<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.","If you think the party's great now, just wait 'til he invites the orcs over!",enUS
KARA_08_08,Red Portal,Karazhan,Minion,,,0,,,11,1,0,,,Josh Harris,The character in the red beam has <b>Windfury</b>.,,enUS
KAR_711,Arcane Giant,Karazhan,Minion,Epic,,0,,,12,8,8,True,,Dan Scott,"[x]Costs (1) less for each spell
you've cast this game.","Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes' cooking.",enUS
TB_MechWar_Boss1,Annoy-o-Tron,Tavern Brawl,Hero,Free,,0,,Neutral,,30,,,,,,,enUS
TB_FactionWar_Hero_Annoy,Annoy-o-Tron Prime,Tavern Brawl,Hero,,,0,,,,30,,,,,,,enUS
TB_PickYourFate_10,Battlecry Bonus,Tavern Brawl,Spell,,,0,,,,,,,,,Your <b>Battlecry</b> minions have +1/+1.,,enUS
TB_006e,Big Banana,Tavern Brawl,Enchantment,,,0,,,,,,,,,Has +2/+2.,,enUS
KAR_a10_Boss2H_TB,Black King,Tavern Brawl,Hero,,,0,,,,10,0,,,,,,enUS
TB_BlingBrawl_Blade1e,Blingtron's Blade,Tavern Brawl,Enchantment,,,0,,,,,,,,,"When this breaks, randomly summon a new weapon.",,enUS
TB_BlingBrawl_Blade2e,Blingtron's Blade HERO,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
TB_CoOpBossSpell_2,Bomb Salvo,Tavern Brawl,Spell,,,0,,,,,,,,,Deal Attack damage to up to 3 random targets.,,enUS
TB_PickYourFate_10_EnchMinion,Bonus,Tavern Brawl,Enchantment,,,0,,,,,,,,,Your <b>Battlecry</b> minions have +1/+1.,,enUS
TB_PickYourFate_9_EnchMinion,Bonus,Tavern Brawl,Enchantment,,,0,,,,,,,,,Your <b>Deathrattle</b> minions have +1/+1.,,enUS
TB_MechWar_Boss2,Boom Bot,Tavern Brawl,Hero,Free,,0,,Neutral,,30,,,,,,,enUS
TB_001,Boss HP Swapper,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
BRMC_97e,Burning Adrenaline,Tavern Brawl,Enchantment,,,0,,,,,,,,,Costs (2) less.,,enUS
TB_MP_01e,Charge!,Tavern Brawl,Enchantment,,,0,Warrior,,,,,,,,Has <b>Charge</b>,,enUS
TB_GiftExchange_Enchantment,Cheap Gift,Tavern Brawl,Enchantment,,,0,,,,,,,,,This card's cost is reduced.,,enUS
TB_010e,Choose One of Three,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
TB_SPT_Boss,City of Stormwind,Tavern Brawl,Hero,,,0,,,,1,0,,,,,,enUS
TB_CoOpv3_BOSS4e,Cowed,Tavern Brawl,Enchantment,,OneTurnEffect,1,,,,,,,,,Can't attack this turn.,,enUS
TB_009,Create 15 Secrets,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
TB_KTRAF_10e,Dark Power,Tavern Brawl,Enchantment,,,0,,,,,,,,,Granted power from Noth,,enUS
TB_PickYourFate_9,Deathrattle Bonus,Tavern Brawl,Spell,,,0,,,,,,,,,Your <b>Deathrattle</b> minions have +1/+1.,,enUS
TB_010,Deckbuilding Enchant,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
TB_007e,Deviate Switch,Tavern Brawl,Enchantment,,,0,,,,,,,,,Attack and Health have been swapped by Deviate Banana.,,enUS
TB_PickYourFate_4,Dire Fate: Card,Tavern Brawl,Spell,,,0,,,,,,,,,"When a minion dies, its owner draws a card.",,enUS
TB_PickYourFate_7_2nd,Dire Fate: Manaburst,Tavern Brawl,Spell,,,0,,,,,,,,,Minions gain <b>Deathrattle:</b> Random card in owner's hand costs (0).,,enUS
TB_PickYourFate_11rand,Dire Fate: Murlocs,Tavern Brawl,Spell,,,0,,,,,,,,,Turn each minion in play into a 1/1 Murloc.,,enUS
TB_PickYourFate_1,Dire Fate: Taunt and Charge,Tavern Brawl,Spell,,,0,,,,,,,,,All minions have <b>Taunt</b> and <b>Charge</b>.,,enUS
TB_PickYourFate_6_2nd,Dire Fate: Unstable Portals,Tavern Brawl,Spell,,,0,,,,,,,,,Place 3 Unstable Portals in each player's hand.,,enUS
TB_PickYourFate_3,Dire Fate: Windfury,Tavern Brawl,Spell,,,0,,,,,,,,,All minions have <b>Windfury</b>.,,enUS
TB_CoOpBossSpell_5,Double Zap,Tavern Brawl,Spell,,,0,,,,,,,,,Deal Attack damage to both players.,,enUS
BRMC_98e,Dragonlust,Tavern Brawl,Enchantment,,,0,,,,,,,,,+3 Attack.,,enUS
TB_Superfriends002e,Draw Offensive Play,Tavern Brawl,Enchantment,,,0,Rogue,,,,,,,,"Draw Offensive Play on first, third, and fifth turn",,enUS
TB_SPT_Minion2e,Emboldened,Tavern Brawl,Enchantment,,,0,,,,,,,,,Standard Bearer is granting +2 Attack to this minion.,,enUS
TB_EndlessMinions01,Endless Enchantment,Tavern Brawl,Enchantment,,,0,,,,,,,,,+2/+2.,,enUS
TB_CoOpv3_BOSS3e,Enough!,Tavern Brawl,Enchantment,,OneTurnEffect,1,,,,,,,,,Nefarian is <b>Immune</b> this turn.,,enUS
TB_Superfriends001e,Facilitated,Tavern Brawl,Enchantment,,,0,Rogue,,,,,,,,The next legend you cast this turn costs (3) less.,,enUS
TB_PickYourFate_10_Ench,Fate,Tavern Brawl,Enchantment,,,0,,,,,,,,,,,enUS
TB_PickYourFate_2_EnchMinion,Fate,Tavern Brawl,Enchantment,,Deathrattle,1,,,,,,,,,<b>Deathrattle:</b> Your owner gets a banana.,,enUS
TB_PickYourFate_4_EnchMinion,Fate,Tavern Brawl,Enchantment,,Deathrattle,1,,,,,,,,,<b>Deathrattle:</b> Draw a card.,,enUS
TB_PickYourFate_7_EnchMiniom2nd,Fate,Tavern Brawl,Enchantment,,,0,,,,,,,,,<b>Deathrattle:</b> random card in owner's hand costs (0).,,enUS
