cardId,name,cardSet,type,rarity,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,Poisonous,Overload,HealTarget,Charge,Summoned,Combo,AdjacentBuff,Spell Damage,Taunt,Deathrattle,ImmuneToSpellpower,Morph,Divine Shield,Windfury,Enrage,Aura,AffectedBySpellPower,Battlecry,Silence,Inspire,OneTurnEffect,Stealth,Freeze,InvisibleDeathrattle,Secret
EX1_058,Sunfury Protector,Classic,Minion,Rare,1,,Alliance,2.0,3.0,2.0,True,,James Ryman,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,"She carries a shield, but only so she can give it to someone she can stand behind.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_158t,Treant,Classic,Minion,,0,Druid,Neutral,2.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_573t,Treant,Classic,Minion,,1,Druid,,2.0,2.0,2.0,,,,<b>Taunt</b>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_tk9,Treant,Classic,Minion,Common,0,Druid,Neutral,2.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_020,Wild Pyromancer,Classic,Minion,Rare,0,,,2.0,2.0,3.0,True,,Alex Horley Orlandelli,"After you cast a spell, deal 1 damage to ALL minions.",BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_154,Wrath,Classic,Spell,Common,0,Druid,Neutral,2.0,0.0,0.0,True,,Raymond Swanland,<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_049,Youthful Brewmaster,Classic,Minion,Common,1,,Alliance,2.0,2.0,3.0,True,,Wei Wang,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,His youthful enthusiasm doesn't always equal excellence in his brews.   Don't drink the Mogu Stout!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_007,Acolyte of Pain,Classic,Minion,Common,0,,,3.0,3.0,1.0,True,,Dave Kendall,"Whenever this minion takes damage, draw a card.","He trained when he was younger to be an acolyte of joy, but things didn't work out like he thought they would.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_006,Alarm-o-Bot,Classic,Minion,Rare,0,,,3.0,3.0,0.0,True,Mech,Sean O'Daniels,"At the start of your turn, swap this minion with a random one in your hand.",WARNING.  WARNING.  WARNING.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_382,Aldor Peacekeeper,Classic,Minion,Rare,1,Paladin,Neutral,3.0,3.0,3.0,True,,Dany Orizio,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,The Aldor hate two things: the Scryers and smooth jazz.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_089,Arcane Golem,Classic,Minion,Rare,1,,Neutral,3.0,4.0,4.0,True,,Sedhayu Ardian,<b>Battlecry:</b> Give your opponent a Mana Crystal.,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_323w,Blood Fury,Classic,Weapon,,0,Warlock,,3.0,0.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_590,Blood Knight,Classic,Minion,Epic,1,,Neutral,3.0,3.0,3.0,True,,Trent Kaniuga,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_050,Coldlight Oracle,Classic,Minion,Rare,1,,Neutral,3.0,2.0,2.0,True,Murloc,Steve Prescott,<b>Battlecry:</b> Each player draws 2 cards.,They can see the future.   In that future both players draw more cards.   Spoooky.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_103,Coldlight Seer,Classic,Minion,Rare,1,,Neutral,3.0,3.0,2.0,True,Murloc,Arthur Gimaldinov,<b>Battlecry:</b> Give your other Murlocs +2 Health.,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_287,Counterspell,Classic,Spell,Rare,1,Mage,Neutral,3.0,0.0,0.0,True,,Jason Chan,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EX1_617,Deadly Shot,Classic,Spell,Common,0,Hunter,Neutral,3.0,0.0,0.0,True,,Steve Prescott,Destroy a random enemy minion.,"Accuracy is not a highly valued trait among the mok'nathal.  Deadliness is near the top, though.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_102,Demolisher,Classic,Minion,Rare,0,,Neutral,3.0,4.0,1.0,True,Mech,Raymond Swanland,"At the start of your turn, deal 2 damage to a random enemy.","Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_349,Divine Favor,Classic,Spell,Rare,0,Paladin,Neutral,3.0,0.0,0.0,True,,Lucas Graciano,Draw cards until you have as many in hand as your opponent.,"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_536,Eaglehorn Bow,Classic,Weapon,Rare,0,Hunter,,3.0,0.0,3.0,True,,Cyril Van Der Haegen,"Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability.",First Lesson: Put the pointy end in the other guy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_117,Earthen Ring Farseer,Classic,Minion,Common,1,,,3.0,3.0,3.0,True,,Alex Horley Orlandelli,<b>Battlecry:</b> Restore 3 Health.,"He can see really far, and he doesn't use a telescope like those filthy pirates.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_613,Edwin VanCleef,Classic,Minion,Legendary,1,Rogue,Neutral,3.0,2.0,2.0,True,,Efrem Palacios,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_170,Emperor Cobra,Classic,Minion,Rare,1,,Neutral,3.0,3.0,2.0,True,Beast,Lars Grant-West,Destroy any minion damaged by this minion.,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_053,Far Sight,Classic,Spell,Epic,0,Shaman,Neutral,3.0,0.0,0.0,True,,Lars Grant-West,Draw a card. That card costs (3) less.,"Drek'thar can't see, but he can <i>see</i>. You know what I mean? It's ok if you don't.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_301,Felguard,Classic,Minion,Rare,2,Warlock,Neutral,3.0,5.0,3.0,True,Demon,John Polidora,<b>Taunt</b>. <b>Battlecry:</b> Destroy one of your Mana Crystals.,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_248,Feral Spirit,Classic,Spell,Rare,1,Shaman,Neutral,3.0,0.0,0.0,True,,Clint Langley,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2),Spirit wolves are like regular wolves with pom-poms.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_finkle,Finkle Einhorn,Classic,Minion,Legendary,0,,Neutral,3.0,3.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tt_004,Flesheating Ghoul,Classic,Minion,Common,0,,Neutral,3.0,3.0,2.0,True,,Alex Horley Orlandelli,"Whenever a minion dies, gain +1 Attack.",'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_604,Frothing Berserker,Classic,Minion,Rare,0,Warrior,Neutral,3.0,4.0,2.0,True,,Simon Bisley,"Whenever a minion takes damage, gain +1 Attack.",He used to work as an accountant before he tried his hand at Berserkering.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_556,Harvest Golem,Classic,Minion,Common,1,,Neutral,3.0,3.0,2.0,True,Mech,Brian Despain,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_137,Headcrack,Classic,Spell,Rare,1,Rogue,Neutral,3.0,0.0,0.0,True,,James Zhang,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,"When all else fails, nothing beats a swift whack upside the head.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_289,Ice Barrier,Classic,Spell,Common,1,Mage,Neutral,3.0,0.0,0.0,True,,Alex Garner,"<b>Secret:</b> When your hero is attacked, gain 8 Armor.",This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EX1_295,Ice Block,Classic,Spell,Epic,1,Mage,Neutral,3.0,0.0,0.0,True,,Carl Frank,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.","Ice is nice, and will suffice!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EX1_597,Imp Master,Classic,Minion,Rare,0,,Neutral,3.0,5.0,1.0,True,,Mark Gibbons,"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.",She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_181,Injured Blademaster,Classic,Minion,Rare,1,,Horde,3.0,7.0,4.0,True,,Samwise,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,"He claims it is an old war wound, but we think he just cut himself shaving.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_203,Ironbeak Owl,Classic,Minion,Common,1,,Horde,3.0,1.0,2.0,True,Beast,Trevor Jacobs,<b>Battlecry:</b> <b>Silence</b> a minion.,Their wings are silent but their screech is... whatever the opposite of silent is.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_017,Jungle Panther,Classic,Minion,Common,1,,Horde,3.0,2.0,4.0,True,Beast,Jaemin Kim,<b>Stealth</b>,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EX1_014,King Mukla,Classic,Minion,Legendary,1,,,3.0,5.0,5.0,True,Beast,Sunny Gho,<b>Battlecry:</b> Give your opponent 2 Bananas.,"King Mukla wanders Jaguero Isle, searching for love.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_612,Kirin Tor Mage,Classic,Minion,Rare,1,Mage,Neutral,3.0,3.0,4.0,True,,Popo Wei,<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (0).,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_241,Lava Burst,Classic,Spell,Rare,1,Shaman,Neutral,3.0,0.0,0.0,True,,Dan Scott,Deal $5 damage. <b>Overload:</b> (2),It's like an ocean of liquid magma in your mouth!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_259,Lightning Storm,Classic,Spell,Rare,1,Shaman,Neutral,3.0,0.0,0.0,True,,Christopher Moeller,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),"An umbrella won't be effective, I'm afraid.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_575,Mana Tide Totem,Classic,Minion,Rare,0,Shaman,Neutral,3.0,3.0,0.0,True,Totem,Scott Altmann,"At the end of your turn, draw a card.","It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_155,Mark of Nature,Classic,Spell,Common,0,Druid,Neutral,3.0,0.0,0.0,True,,Clint Langley,<b>Choose One</b> - Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_085,Mind Control Tech,Classic,Minion,Rare,1,,Alliance,3.0,3.0,3.0,True,,Leo Che,"<b>Battlecry:</b> If your opponent has 4 or more minions, take control of one at random.","Mind Control technology is getting better, but that's not saying much.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_294,Mirror Entity,Classic,Spell,Common,1,Mage,Neutral,3.0,0.0,0.0,True,,Raven Mimura,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.","""You go first."" - Krush'gor the Behemoth, to his pet boar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EX1_507,Murloc Warleader,Classic,Minion,Epic,1,,Neutral,3.0,3.0,3.0,True,Murloc,Tim McBurnie,Your other Murlocs have +2/+1.,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_133,Perdition's Blade,Classic,Weapon,Rare,2,Rogue,Neutral,3.0,0.0,2.0,True,,Daren Bader,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_044,Questing Adventurer,Classic,Minion,Rare,0,,Alliance,3.0,2.0,2.0,True,,Attila Adorjany,"Whenever you play a card, gain +1/+1.","""Does anyone have some extra Boar Pelts?""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_412,Raging Worgen,Classic,Minion,Common,1,,Neutral,3.0,3.0,3.0,True,,Alex Horley Orlandelli,<b>Enrage:</b> <b>Windfury</b> and +1 Attack,"If he's raging now, just wait until he gets nerfed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_020,Scarlet Crusader,Classic,Minion,Common,1,,Alliance,3.0,1.0,3.0,True,,Gonzalo Ordonez,<b>Divine Shield</b>,Never wash your whites with a Scarlet Crusader.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_317,Sense Demons,Classic,Spell,Common,0,Warlock,Neutral,3.0,0.0,0.0,True,,Raven Mimura,Put 2 random Demons from your deck into your hand.,Generally demons are pretty obvious and you don't need a spell to sense them.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_625,Shadowform,Classic,Spell,Epic,0,Priest,,3.0,0.0,0.0,True,,Alex Horley Orlandelli,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,If a bright light shines on a priest in Shadowform  do they cast a shadow?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_134,SI:7 Agent,Classic,Minion,Rare,1,Rogue,Neutral,3.0,3.0,3.0,True,,Chris Moeller,<b>Combo:</b> Deal 2 damage.,"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_027,Southsea Captain,Classic,Minion,Epic,1,,,3.0,3.0,3.0,True,Pirate,Ken Steacy,Your other Pirates have +1/+1.,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tt_010,Spellbender,Classic,Spell,Epic,1,Mage,Neutral,3.0,0.0,0.0,True,,Gonzalo Ordonez,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.","While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EX1_366,Sword of Justice,Classic,Weapon,Epic,0,Paladin,Neutral,3.0,0.0,1.0,True,,Efrem Palacios,"After you summon a minion, give it +1/+1 and this loses 1 Durability.",I dub you Sir Loin of Beef!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_390,Tauren Warrior,Classic,Minion,Common,2,,Neutral,3.0,3.0,2.0,True,,Paul Warzecha,<b>Taunt</b>. <b>Enrage:</b> +3 Attack,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_339,Thoughtsteal,Classic,Spell,Common,0,Priest,Neutral,3.0,0.0,0.0,True,,Alex Garner,Copy 2 cards from your opponent's deck and put them into your hand.,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_021,Thrallmar Farseer,Classic,Minion,Common,1,,Horde,3.0,3.0,2.0,True,,Efrem Palacios,<b>Windfury</b>,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_083,Tinkmaster Overspark,Classic,Minion,Legendary,1,,Alliance,3.0,3.0,3.0,True,,Tom Baxa,<b>Battlecry:</b> Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_258,Unbound Elemental,Classic,Minion,Common,0,Shaman,Neutral,3.0,4.0,2.0,True,,Matt Gaser,"Whenever you play a card with <b>Overload</b>, gain +1/+1.","Unlike bound elementals, Unbound ones really enjoy a night on the town.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_538,Unleash the Hounds,Classic,Spell,Common,0,Hunter,,3.0,0.0,0.0,True,,Linggar Bramanty,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",You must read the name of this card out loud each time you play it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_594,Vaporize,Classic,Spell,Rare,1,Mage,Neutral,3.0,0.0,0.0,True,,Raymond Swanland,"<b>Secret:</b> When a minion attacks your hero, destroy it.",Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
